ProviderType,DFTA ID,ProgramName,SponsorName,ProgramAddress,ProgramCity,ProgramState,Postcode,Borough,ProgramPhone,DFTA Funded,MonHourOpen,MonHourClose,TueHourOpen,TueHourClose,WedHourOpen,WedHourClose,ThuHourOpen,ThuHourClose,FriHourOpen,FriHourClose,SatHourOpen,SatHourClose,SunHourOpen,SunHourClose,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location 1,FullAddress,CensusTract_Fetched
NATURALLY OCCURING RETIREMENT COMMUNITY CONTRACTS,N6501,STANLEY M. ISAACS NEIGHBORHOOD CENTER INC. (N65),STANLEY M ISAACS NEIGHBORHOOD CENTER INC,415 EAST   93 STREET,NEW YORK,NY,10128,MANHATTAN,212-360-7620,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.780904,-73.945112,108.0,8.0,152.0,1082367.0,1015730001.0,Yorkville,POINT (-73.945112 40.780904),"415 EAST   93 STREET, NEW YORK, NY 10128",015200
NEW YORK CONNECTS CONTRACTS,5C401,CASC NY CONNECTS SI (5C4),COMMUNITY AGENCY FOR SENIOR CITIZENS INC,120 Stuyvesant Place Suite 409,STATEN ISLAND,NY,10301,STATEN ISLAND,718-489-3954,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.643264,-74.077159,501.0,49.0,3.0,5000084.0,5000080060.0,West New Brighton-New Brighton-St. George,POINT (-74.077159 40.643264),"120 Stuyvesant Place Suite 409, STATEN ISLAND, NY 10301",000300
OLDER ADULT CENTER CONTRACTS,C5810,RAIN PARKCHESTER OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,1380 Metropolitan Avenue,BRONX,NY,10462,BRONX,718-597-9220,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.835141,-73.861061,209.0,18.0,212.0,2096674.0,2039387501.0,Parkchester,POINT (-73.861061 40.835141),"1380 Metropolitan Avenue, BRONX, NY 10462",021200
OLDER ADULT CENTER CONTRACTS,C6301,ROCHDALE VILLAGE SC (C63),ROCHDALE VILLAGE SOCIAL SERVICES INC,169-65 137th Avenue,JAMAICA,NY,11434,QUEENS,718-525-2800,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.672622,-73.770641,412.0,28.0,33402.0,4436348.0,4124950002.0,Springfield Gardens North,POINT (-73.770641 40.672622),"169-65 137th Avenue, JAMAICA, NY 11434",033404
OLDER ADULT CENTER CONTRACTS,C1718,CCNS GLENWOOD OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,5701 Avenue H,BROOKLYN,NY,11234,BROOKLYN,718-241-7711,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.633288,-73.921555,318.0,45.0,94402.0,3331006.0,3079780001.0,Flatlands,POINT (-73.921555 40.633288),"5701 Avenue H, BROOKLYN, NY 11234",094402
OLDER ADULT CENTER CONTRACTS,W1101,EILEEN DUGAN SENIOR CENTER (W11),AMERICAN ITALIAN COALITION OF ORGANIZATIONS INC AMICO,378 Court Street,BROOKLYN,NY,11231,BROOKLYN,718-596-1956,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.681371,-73.996391,306.0,39.0,65.0,3004823.0,3003510031.0,Carroll Gardens-Columbia Street-Red Hook,POINT (-73.996391 40.681371),"378 Court Street, BROOKLYN, NY 11231",006500
OLDER ADULT CENTER CONTRACTS,C5603,QCH POMONOK OAC (C56),QUEENS COMMUNITY HOUSE INC.,67-09 Kissena Blvd,FLUSHING,NY,11367,QUEENS,718-591-3377,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.735033,-73.814726,408.0,24.0,122702.0,4455430.0,4067920030.0,Pomonok-Flushing Heights-Hillcrest,POINT (-73.814726 40.735033),"67-09 Kissena Blvd, FLUSHING, NY 11367",122702
OLDER ADULT CENTER CONTRACTS,W2301,SHOPP CASA BORICUA (OAC) (W23),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,910 East 172 Street 1 Floor,BRONX,NY,10460,BRONX,718-542-0222,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.834198,-73.890157,203.0,17.0,155.0,2010507.0,2029770103.0,Crotona Park East,POINT (-73.890157 40.834198),"910 East 172 Street 1 Floor, BRONX, NY 10460",015500
OLDER ADULT CENTER CONTRACTS,C0204,ALLEN AME COMMUNITY SENIOR CITIZENS CENTERS - LINDEN BLVD (C02),ALLEN AME CHURCH dba ALLEN COMMUNITY SENIOR CITIZENS CENTER,166-01 Linden Blvd,JAMAICA,NY,11434,QUEENS,718-658-0980,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.690054,-73.783147,412.0,27.0,266.0,4435290.0,4123220001.0,South Jamaica,POINT (-73.783147 40.690054),"166-01 Linden Blvd, JAMAICA, NY 11434",026600
OLDER ADULT CENTER CONTRACTS,W2205,JASA ROY REUTHER (W22),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,711 Seagirt Avenue,FAR ROCKAWAY,NY,11691,QUEENS,718-471-3110,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.595996,-73.742187,414.0,31.0,101002.0,4298968.0,4156100001.0,Far Rockaway-Bayswater,POINT (-73.742187 40.595996),"711 Seagirt Avenue, FAR ROCKAWAY, NY 11691",101002
OLDER ADULT CENTER CONTRACTS,C8305,JASA HOLLISWOOD OLDER ADULT CENTER (C83),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,86-25 Francis Lewis Boulevard,JAMAICA,NY,11427,QUEENS,718-454-6157,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.724948,-73.765107,408.0,23.0,492.0,4226088.0,4106000019.0,Jamaica Estates-Holliswood,POINT (-73.765107 40.724948),"86-25 Francis Lewis Boulevard, JAMAICA, NY 11427",049201
OLDER ADULT CENTER CONTRACTS,C4706,JCCGCI MARLBORO OLDER ADULT CENTER (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,2298 West 8th Street,BROOKLYN,NY,11223,BROOKLYN,718-373-6161,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.592081,-73.978468,313.0,47.0,382.0,3322179.0,3071400016.0,Gravesend,POINT (-73.978468 40.592081),"2298 West 8th Street, BROOKLYN, NY 11223",038200
OLDER ADULT CENTER CONTRACTS,W2104,SELFHELP LATIMER (W21),SELFHELP COMMUNITY SERVICES INC,34-30 137th Street,FLUSHING,NY,11354,QUEENS,718-961-3660,Y,8:30,4:00,8:30,4:00,8:30,4:00,8:30,4:00,8:30,4:00,0:00,0:00,0:00,0:00,40.766044,-73.829935,407.0,20.0,88901.0,4443410.0,4049510008.0,Flushing,POINT (-73.829935 40.766044),"34-30 137th Street, FLUSHING, NY 11354",None
OLDER ADULT CENTER CONTRACTS,C6401,WOODSIDE OLDER ADULT CENTER (C64),SAMARITAN DAYTOP VILLAGE INC,50-37 Newtown Road,FLUSHING,NY,11377,QUEENS,718-932-6916,Y,7:45,3:45,7:45,3:45,7:45,3:45,7:45,3:45,7:45,3:45,0:00,0:00,0:00,0:00,40.753724,-73.911047,401.0,26.0,163.0,4430993.0,4007360002.0,Astoria,POINT (-73.911047 40.753724),"50-37 Newtown Road, FLUSHING, NY 11377",016300
OLDER ADULT CENTER CONTRACTS,W2008,SARATOGA SQ SENIOR (W20),RISEBORO COMMUNITY PARTNERSHIP INC,930 Halsey Street,BROOKLYN,NY,11233,BROOKLYN,347-425-0676,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.685579,-73.916976,316.0,41.0,373.0,3339097.0,3014950013.0,Ocean Hill,POINT (-73.916976 40.685579),"930 Halsey Street, BROOKLYN, NY 11233",037300
OLDER ADULT CENTER CONTRACTS,W2105,SELFHELP MASPETH (W21),SELFHELP COMMUNITY SERVICES INC,69-61 Grand Avenue,FLUSHING,NY,11378,QUEENS,718-429-3636,Y,8:30,4:00,8:30,4:00,8:30,4:00,8:30,4:00,8:30,4:00,0:00,0:00,0:00,0:00,40.727019,-73.893556,405.0,30.0,49302.0,4058561.0,4025010032.0,Maspeth,POINT (-73.893556 40.727019),"69-61 Grand Avenue, FLUSHING, NY 11378",049302
OLDER ADULT CENTER CONTRACTS,C4703,JCCGCI JAY-HARAMA OLDER ADULT CENTER (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,2600 Ocean Avenue,BROOKLYN,NY,11229,BROOKLYN,718-891-1110,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.598158,-73.951186,315.0,48.0,578.0,3199766.0,3073520032.0,Madison,POINT (-73.951186 40.598158),"2600 Ocean Avenue, BROOKLYN, NY 11229",057800
OLDER ADULT CENTER CONTRACTS,C1801,ANDERSON NEIGHBORHOOD SENIOR CENTER (C18),CATHOLIC CHARITIES OF STATEN ISLAND INC.,120 Anderson Avenue,STATEN ISLAND,NY,10302,STATEN ISLAND,718-448-5757,Y,7:00,3:00,7:00,3:00,7:00,3:00,7:00,3:00,7:00,3:00,0:00,0:00,0:00,0:00,40.634927,-74.134422,501.0,49.0,213.0,5024253.0,5010360019.0,Port Richmond,POINT (-74.134422 40.634927),"120 Anderson Avenue, STATEN ISLAND, NY 10302",021300
OLDER ADULT CENTER CONTRACTS,C5701,MIDDLE VILLAGE OAC (C57),RABBI ISRAEL MEYER HACOHEN RABBINICAL SEMINARY OF AMERICA,69-10 75th Street,FLUSHING,NY,11379,QUEENS,718-894-3441,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.709285,-73.876664,405.0,30.0,619.0,4091868.0,4037860020.0,Middle Village,POINT (-73.876664 40.709285),"69-10 75th Street, FLUSHING, NY 11379",061900
OLDER ADULT CENTER CONTRACTS,C9001,WAYSIDE OUT ROSETTA GASTON SENIOR CENTER (C90),WAYSIDE OUT-REACH DEVELOPMENT INC,460 Dumont Avenue,BROOKLYN,NY,11212,BROOKLYN,718-345-5665,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.66514,-73.902222,316.0,42.0,910.0,3328133.0,3037970001.0,Brownsville,POINT (-73.902222 40.66514),"460 Dumont Avenue, BROOKLYN, NY 11212",091000
OLDER ADULT CENTER CONTRACTS,C4501,ITALIAN SENIOR CITIZENS CENTER (C45),ITALIAN SENIOR CITIZENS CENTER INC.,83-20 Queens Blvd,FLUSHING,NY,11373,QUEENS,718-335-7272,Y,9:00,4:00,9:00,4:00,9:00,4:00,9:00,4:00,9:00,4:00,0:00,0:00,0:00,0:00,40.737205,-73.879686,404.0,25.0,475.0,4057291.0,4024760017.0,Elmhurst,POINT (-73.879686 40.737205),"83-20 Queens Blvd, FLUSHING, NY 11373",047500
OLDER ADULT CENTER CONTRACTS,C3901,HANAC ANGELO PETROMELIS OLDER ADULT CENTER (C39),HANAC INC.,13-28 123rd Street,FLUSHING,NY,11356,QUEENS,718-961-0344,Y,8:00,3:30,8:00,3:30,8:00,3:30,8:00,3:30,8:00,3:30,0:00,0:00,0:00,0:00,40.786179,-73.844772,407.0,19.0,947.0,4096960.0,4039970035.0,College Point,POINT (-73.844772 40.786179),"13-28 123rd Street, FLUSHING, NY 11356",094700
OLDER ADULT CENTER CONTRACTS,C3510,STUYVESANT HEIGHTS OAC (C35),FORT GREENE COUNCIL,562-574 Madison Street,BROOKLYN,NY,11221,BROOKLYN,718-230-0824,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.686471,-73.935295,303.0,36.0,293.0,3045125.0,3016450001.0,Stuyvesant Heights,POINT (-73.935295 40.686471),"562-574 Madison Street, BROOKLYN, NY 11221",029300
OLDER ADULT CENTER CONTRACTS,C4708,JCCGCI OCEAN PARKWAY OLDER ADULT CENTER (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,1960 East 7th Street,BROOKLYN,NY,11223,BROOKLYN,718-449–5000,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.603084,-73.965083,315.0,47.0,418.0,3178703.0,3066820045.0,Homecrest,POINT (-73.965083 40.603084),"1960 East 7th Street, BROOKLYN, NY 11223",041800
OLDER ADULT CENTER CONTRACTS,C3502,MARCUS GARVEY (C35),FORT GREENE COUNCIL,1440 East New York Avenue,BROOKLYN,NY,11212,BROOKLYN,718-346-7167,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.670654,-73.914575,316.0,41.0,902.0,3080727.0,3034960013.0,Brownsville,POINT (-73.914575 40.670654),"1440 East New York Avenue, BROOKLYN, NY 11212",090200
OLDER ADULT CENTER CONTRACTS,C7601,STANLEY ISAACS NSC/HOLMES OLDER ADULT CENTER (C76),STANLEY M ISAACS NEIGHBORHOOD CENTER INC,415 E 93rd Street,NEW YORK,NY,10128,MANHATTAN,212-360-7620,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.780904,-73.945112,108.0,5.0,152.0,1082367.0,1015730001.0,Yorkville,POINT (-73.945112 40.780904),"415 E 93rd Street, NEW YORK, NY 10128",015200
OLDER ADULT CENTER CONTRACTS,C4707,JCCGCI MIDWOOD OLDER ADULT CENTER (C47),JEWISH COMMUNITY COUNCIL OF GREATER CONEY ISLAND INC,1625 Ocean Avenue,BROOKLYN,NY,11230,BROOKLYN,718-253-0508,Y,9:00,4:30,9:00,4:30,9:00,4:30,9:00,4:30,9:00,4:30,0:00,0:00,0:00,0:00,40.622341,-73.955743,314.0,45.0,760.0,3208316.0,3076200025.0,Midwood,POINT (-73.955743 40.622341),"1625 Ocean Avenue, BROOKLYN, NY 11230",076000
OLDER ADULT CENTER CONTRACTS,C7002,SNAP #2: BROOKVILLE OAC (C70),SERVICES NOW FOR ADULT PERSONS INC,133-33 Brookville Boulevard,JAMAICA,NY,11422,QUEENS,718-454-2100,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,10:00,1:00,0:00,0:00,40.674396,-73.732749,413.0,31.0,61602.0,4279577.0,4129800001.0,Rosedale,POINT (-73.732749 40.674396),"133-33 Brookville Boulevard, JAMAICA, NY 11422",061602
OLDER ADULT CENTER CONTRACTS,C1001,BRONX HOUSE WEINBERG NEIGHBORHOOD SENIOR CENTER (C10),BRONX HOUSE INC,990 Pelham Parkway South,BRONX,NY,10461,BRONX,718-792-1800,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,0:00,0:00,0:00,0:00,40.856804,-73.860354,211.0,13.0,248.0,2088568.0,2043287501.0,Pelham Parkway,POINT (-73.860354 40.856804),"990 Pelham Parkway South, BRONX, NY 10461",024800
OLDER ADULT CENTER CONTRACTS,C5806,RAIN INWOOD OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,84 Vermilyea Avenue,NEW YORK,NY,10034,MANHATTAN,212-567-3200,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.865838,-73.923128,112.0,10.0,291.0,1064905.0,1022340029.0,Marble Hill-Inwood,POINT (-73.923128 40.865838),"84 Vermilyea Avenue, NEW YORK, NY 10034",029100
OLDER ADULT CENTER CONTRACTS,C0502,ARC XVI CENTRAL HARLEM CENTER (C05),ARC XVI FORT WASHINGTON INC,120 West 140th Street,NEW YORK,NY,10030,MANHATTAN,347-919-5072,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.817579,-73.939272,110.0,9.0,230.0,1060054.0,1020080013.0,Central Harlem North-Polo Grounds,POINT (-73.939272 40.817579),"120 West 140th Street, NEW YORK, NY 10030",023000
OLDER ADULT CENTER CONTRACTS,W2206,JASA ROCKAWAY PARK (W22),THE JEWISH ASSOCIATION FOR SERVICES FOR THE AGED,106-20 Shore Front Parkway,FAR ROCKAWAY,NY,11694,QUEENS,718-634-3044,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.580723,-73.826713,414.0,32.0,938.0,4303818.0,4161770035.0,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,POINT (-73.826713 40.580723),"106-20 Shore Front Parkway, FAR ROCKAWAY, NY 11694",093800
OLDER ADULT CENTER CONTRACTS,W1602,BRONX RIVER (W16),INSTITUTE FOR THE PUERTO RICAN HISPANIC ELDERLY INC,1619 East 174 Street,BRONX,NY,10472,BRONX,718-617-6334,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.83395,-73.876147,209.0,18.0,62.0,2092909.0,2038860002.0,West Farms-Bronx River,POINT (-73.876147 40.83395),"1619 East 174 Street, BRONX, NY 10472",006200
OLDER ADULT CENTER CONTRACTS,C3506,ALBANY OAC (C35),FORT GREENE COUNCIL,196 Albany Avenue,BROOKLYN,NY,11213,BROOKLYN,718-773-2600,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.67388,-73.938974,308.0,36.0,343.0,3031082.0,3012300044.0,Crown Heights North,POINT (-73.938974 40.67388),"196 Albany Avenue, BROOKLYN, NY 11213",034300
OLDER ADULT CENTER CONTRACTS,C6701,SEBCO SENIOR CENTER (C67),SEBCO DEVELOPMENT INC,887 Southern Boulevard,BRONX,NY,10459,BRONX,718-617-3465,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.818913,-73.89355,202.0,17.0,89.0,2005752.0,2027220040.0,Hunts Point,POINT (-73.89355 40.818913),"887 Southern Boulevard, BRONX, NY 10459",008900
OLDER ADULT CENTER CONTRACTS,C1709,CCNS SEASIDE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,320 Beach 94th Street,FAR ROCKAWAY,NY,11693,QUEENS,347-926-4119,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.5877,-73.817309,414.0,32.0,94202.0,4303571.0,4161260004.0,Hammels-Arverne-Edgemere,POINT (-73.817309 40.5877),"320 Beach 94th Street, FAR ROCKAWAY, NY 11693",094202
OLDER ADULT CENTER CONTRACTS,W1909,PSS HIGHBRIDGE GARDENS (W19),PRESBYTERIAN SENIOR SERVICES,1145 University Avenue,BRONX,NY,10452,BRONX,347-918-9185,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.837077,-73.928282,204.0,16.0,193.0,2095219.0,2025270032.0,Highbridge,POINT (-73.928282 40.837077),"1145 University Avenue, BRONX, NY 10452",019300
OLDER ADULT CENTER CONTRACTS,C9008,WAYSIDE OUT GLENMORE PLAZA SOCIAL CLUB (C90),WAYSIDE OUT-REACH DEVELOPMENT INC,1777 Pitkin Avenue,BROOKLYN,NY,11212,BROOKLYN,917-962-8276,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.670168,-73.907561,316.0,37.0,906.0,3080766.0,3035070001.0,Brownsville,POINT (-73.907561 40.670168),"1777 Pitkin Avenue, BROOKLYN, NY 11212",090600
OLDER ADULT CENTER CONTRACTS,C1703,CCNS CATHERINE SHERIDAN OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,35-24 83rd Street,FLUSHING,NY,11372,QUEENS,718-458-4600,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,0:00,0:00,0:00,0:00,40.751548,-73.883703,403.0,25.0,283.0,4437136.0,4014560001.0,Jackson Heights,POINT (-73.883703 40.751548),"35-24 83rd Street, FLUSHING, NY 11372",028300
OLDER ADULT CENTER CONTRACTS,C2202,CASC NEW LANE NSC (C22),COMMUNITY AGENCY FOR SENIOR CITIZENS INC,70 New Lane,STATEN ISLAND,NY,10301,STATEN ISLAND,718-448-5936,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.612811,-74.062256,501.0,49.0,6.0,5042254.0,5028320068.0,Stapleton-Rosebank,POINT (-74.062256 40.612811),"70 New Lane, STATEN ISLAND, NY 10301",000600
OLDER ADULT CENTER CONTRACTS,C8601,UNITED NEIGHBORHOOD SENIOR CITIZENS CTR (C86),UNITED SENIOR CITIZENS OF SUNSET PARK INC,475 53rd Street,BROOKLYN,NY,11220,BROOKLYN,718-439-8647,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.64386,-74.012767,307.0,38.0,76.0,3013917.0,3008070046.0,Sunset Park West,POINT (-74.012767 40.64386),"475 53rd Street, BROOKLYN, NY 11220",007600
OLDER ADULT CENTER CONTRACTS,C1716,CCNS WOODHAVEN-RICHMOND HILL OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,89-02 91st Street,JAMAICA,NY,11421,QUEENS,718-847-9200,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.690455,-73.852946,409.0,32.0,18.0,4185709.0,4089720004.0,Woodhaven,POINT (-73.852946 40.690455),"89-02 91st Street, JAMAICA, NY 11421",001800
OLDER ADULT CENTER CONTRACTS,C7001,SNAP #1: EASTERN QUEENS OAC (ISC) (C70),SERVICES NOW FOR ADULT PERSONS INC,80-45 Winchester Blvd Bldg. 4,JAMAICA,NY,11427,QUEENS,718-525-8899,Y,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,8:30,4:30,0:00,0:00,0:00,0:00,40.737685,-73.734021,413.0,23.0,1567.0,4537294.0,4078800400.0,Bellerose,POINT (-73.734021 40.737685),"80-45 Winchester Blvd Bldg. 4, JAMAICA, NY 11427",156700
OLDER ADULT CENTER CONTRACTS,C0301,ALPHA PHI ALPHA SENIOR CITIZENS OAC (C03),ALPHA PHI ALPHA SENIOR CITIZENS CENTER INC,220-01 Linden Blvd,JAMAICA,NY,11411,QUEENS,718-528-8238,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.695105,-73.740004,413.0,27.0,596.0,4244354.0,4113210006.0,Cambria Heights,POINT (-73.740004 40.695105),"220-01 Linden Blvd, JAMAICA, NY 11411",059600
OLDER ADULT CENTER CONTRACTS,C2501,FLORENCE E SMITH OAC (C25),CORONA CONGREGATIONAL CHURCH,102-19 34 Avenue,FLUSHING,NY,11368,QUEENS,718-899-0553,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.755742,-73.865988,403.0,21.0,379.0,4042602.0,4017170033.0,North Corona,POINT (-73.865988 40.755742),"102-19 34 Avenue, FLUSHING, NY 11368",037900
OLDER ADULT CENTER CONTRACTS,C7301,ST. GABRIEL'S EPISCOPAL CHURCH OAC (C73),ST GABRIELS EPISCOPAL CHURCH,331 Hawthorne Street,BROOKLYN,NY,11225,BROOKLYN,718-773-4049,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.657919,-73.949217,309.0,40.0,804.0,3000000.0,3048140071.0,Prospect Lefferts Gardens-Wingate,POINT (-73.949217 40.657919),"331 Hawthorne Street, BROOKLYN, NY 11225",080400
OLDER ADULT CENTER CONTRACTS,C7502,ST NICKS ALLIANCE SWINGING SIXTIES OAC 2 (C75),ST. NICKS ALLIANCE CORP.,211 Ainslie Street,BROOKLYN,NY,11211,BROOKLYN,718-963-3793,Y,9:00,4:00,9:00,4:00,9:00,4:00,9:00,4:00,9:00,4:00,0:00,0:00,0:00,0:00,40.712972,-73.945453,301.0,34.0,495.0,3069039.0,3027700001.0,East Williamsburg,POINT (-73.945453 40.712972),"211 Ainslie Street, BROOKLYN, NY 11211",049500
OLDER ADULT CENTER CONTRACTS,W2302,SHOPP SOUNDVIEW SOCIAL CLUB (W23),THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT INC,1674 Seward Avenue,BRONX,NY,10473,BRONX,929-263-1182,Y,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,9:00,5:00,0:00,0:00,0:00,0:00,40.818255,-73.869832,209.0,18.0,20.0,2092638.0,2035510001.0,Soundview-Castle Hill-Clason Point-Harding Park,POINT (-73.869832 40.818255),"1674 Seward Avenue, BRONX, NY 10473",002001
OLDER ADULT CENTER CONTRACTS,C1701,CCNS BAYSIDE OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,221-15 Horace Harding Expressway,FLUSHING,NY,11364,QUEENS,718-225-1144,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.749688,-73.756559,411.0,23.0,138501.0,4161696.0,4075270065.0,Oakland Gardens,POINT (-73.756559 40.749688),"221-15 Horace Harding Expressway, FLUSHING, NY 11364",138501
OLDER ADULT CENTER CONTRACTS,C5807,RAIN MIDDLETOWN OAC (C58),REGIONAL AID FOR INTERIM NEEDS INC,3035 Middletown Road,BRONX,NY,10461,BRONX,718-822-0486,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.844355,-73.828806,210.0,13.0,26602.0,2046141.0,2041710024.0,Pelham Bay-Country Club-City Island,POINT (-73.828806 40.844355),"3035 Middletown Road, BRONX, NY 10461",026602
OLDER ADULT CENTER CONTRACTS,C1704,CCNS HOWARD BEACH OAC (C17),CATHOLIC CHARITIES NEIGHBORHOOD SERVICES INC,155-55 Cross Bay Blvd,JAMAICA,NY,11414,QUEENS,718-738-8100,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.664372,-73.841152,410.0,32.0,884.0,4442269.0,4115880075.0,Lindenwood-Howard Beach,POINT (-73.841152 40.664372),"155-55 Cross Bay Blvd, JAMAICA, NY 11414",088400
OLDER ADULT CENTER CONTRACTS,C1802,WEST BRIGHTON NEIGHBORHOOD SENIOR CENTER (C18),CATHOLIC CHARITIES OF STATEN ISLAND INC.,230 Broadway,STATEN ISLAND,NY,10310,STATEN ISLAND,718-727-9793,Y,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,8:00,4:00,0:00,0:00,0:00,0:00,40.636486,-74.117523,501.0,49.0,13301.0,5095818.0,5001960001.0,West New Brighton-New Brighton-St. George,POINT (-74.117523 40.636486),"230 Broadway, STATEN ISLAND, NY 10310",013301
